code,area,population,population density,median age,children under 15,people over 64,fertility rate,Indigenous,religious,born overseas,born in Oceania,born in north-west Europe,born in southern & eastern Europe,born in north Africa & Middle East,born in south-east Asia,born in north-east Asia,born in southern & central Asia,born in Americas,born in sub-Saharan Africa,median house price,median income,low income (bottom quartile),high income (top quartile),postgraduates,university graduates,jobs: managers,jobs: professionals,jobs: technicians & trades,jobs: community work,jobs: clerical,jobs: sales,jobs: machinery & drivers,jobs: labourers,home owners (outright),home owners (mortgage),renters,detached houses,artificial surfaces,lng,lat
801051054,Dickson,2779.0,1761.2,32.2,0.126,0.08700000000000001,0.0126,0.011000000000000001,0.565,0.289,0.015,0.062,0.028999999999999998,0.017,0.043,0.061,0.040999999999999995,0.019,0.004,888000.0,63613.0,0.223,0.33299999999999996,0.16399999999999998,0.49599999999999994,0.107,0.37200000000000005,0.095,0.126,0.11,0.05,0.009000000000000001,0.12,0.231,0.23,0.51,0.48642533936651583,0.02,149.14174760290996,-35.25279255869174
801051055,Downer,4016.0,2457.5,35.2,0.185,0.128,0.013500000000000002,0.016,0.605,0.29,0.02,0.063,0.027999999999999997,0.006999999999999999,0.05,0.046,0.046,0.022000000000000002,0.008,805000.0,61938.0,0.20199999999999999,0.33299999999999996,0.139,0.429,0.113,0.292,0.09300000000000001,0.102,0.10400000000000001,0.026000000000000002,0.018000000000000002,0.22,0.27399999999999997,0.297,0.389,0.7548148148148148,0.022857142857142857,149.14354606525688,-35.24393883914944
801051056,Hackett,3206.0,1644.3,40.5,0.21899999999999997,0.154,0.0178,0.018000000000000002,0.589,0.21100000000000002,0.023,0.062,0.027000000000000003,0.006999999999999999,0.024,0.016,0.02,0.019,0.011000000000000001,900000.0,71236.0,0.19399999999999998,0.415,0.17800000000000002,0.5259999999999999,0.153,0.419,0.08800000000000001,0.091,0.1,0.063,0.01,0.069,0.39,0.32,0.261,0.7532808398950132,,149.1635299096252,-35.24946530691896
801051057,Lyneham,5640.0,1029.6,35.6,0.133,0.141,0.0101,0.009000000000000001,0.652,0.317,0.019,0.067,0.039,0.011000000000000001,0.048,0.048,0.055,0.022000000000000002,0.008,881000.0,64959.0,0.18100000000000002,0.335,0.157,0.489,0.133,0.381,0.078,0.107,0.099,0.042,0.015,0.122,0.21100000000000002,0.20600000000000002,0.537,0.2880886426592798,0.005454545454545455,149.1307482555911,-35.23978218677249
801051058,O'Connor,5970.0,1211.3,35.3,0.158,0.139,0.0121,0.01,0.518,0.243,0.019,0.07200000000000001,0.02,0.008,0.03,0.027999999999999997,0.03,0.026000000000000002,0.008,1062500.0,69397.0,0.20800000000000002,0.39899999999999997,0.188,0.539,0.145,0.439,0.057999999999999996,0.087,0.092,0.043,0.011000000000000001,0.111,0.276,0.282,0.413,0.6575670498084292,0.014553014553014554,149.11248834912757,-35.25643235095472
801051060,Turner,4706.0,3060.4,32.4,0.078,0.099,0.0073,0.006999999999999999,0.5640000000000001,0.345,0.021,0.052000000000000005,0.024,0.016,0.062,0.085,0.054000000000000006,0.024,0.011000000000000001,1600000.0,73692.0,0.201,0.405,0.212,0.5539999999999999,0.13,0.41100000000000003,0.052000000000000005,0.09699999999999999,0.109,0.066,0.01,0.125,0.156,0.185,0.63,0.13711453744493393,0.023668639053254437,149.12466771920566,-35.26881613017723
801051061,Watson,6260.0,1703.7,36.0,0.204,0.106,0.0149,0.011000000000000001,0.635,0.265,0.024,0.063,0.026000000000000002,0.006999999999999999,0.036000000000000004,0.026000000000000002,0.047,0.022000000000000002,0.015,771990.0,69096.0,0.182,0.369,0.16,0.48700000000000004,0.125,0.382,0.08199999999999999,0.099,0.11800000000000001,0.055,0.017,0.10400000000000001,0.231,0.341,0.40399999999999997,0.5825708061002178,0.00872093023255814,149.15944657462106,-35.23472833451855
801051124,Campbell,4056.0,1283.8,39.6,0.14,0.168,0.0118,0.005,0.56,0.22699999999999998,0.02,0.067,0.023,0.008,0.027000000000000003,0.034,0.017,0.022000000000000002,0.006999999999999999,1175000.0,78780.0,0.153,0.455,0.20600000000000002,0.541,0.226,0.419,0.027999999999999997,0.10099999999999999,0.106,0.034,0.008,0.047,0.396,0.278,0.3,0.6893366918555835,0.02,149.15281906855276,-35.28616469238544
801051125,Duntroon,1960.0,812.7,23.3,0.088,0.015,,0.013999999999999999,0.538,0.146,0.03,0.04,0.003,0.002,0.026000000000000002,0.01,0.013999999999999999,0.008,0.015,,54135.0,0.151,0.161,0.027000000000000003,0.196,0.6779999999999999,0.128,0.019,0.133,0.019,0.013999999999999999,0.004,0.004,,,0.978,1.0,,149.1652124377735,-35.298073617816
801051127,Reid,1721.0,1837.3,38.8,0.086,0.17499999999999996,0.0104,0.016,0.5960000000000001,0.28600000000000003,0.019,0.066,0.018000000000000002,0.013000000000000001,0.057,0.055999999999999994,0.026000000000000002,0.026000000000000002,0.013999999999999999,1490000.0,66673.0,0.19399999999999998,0.369,0.155,0.466,0.111,0.385,0.075,0.11900000000000001,0.095,0.032,0.02,0.11900000000000001,0.23199999999999998,0.153,0.581,0.2970430107526882,0.037037037037037035,149.14107950500568,-35.28243961699055
801061062,Deakin,2987.0,836.4,46.2,0.17800000000000002,0.249,0.0179,0.011000000000000001,0.626,0.258,0.019,0.077,0.025,0.01,0.027999999999999997,0.031,0.03,0.025,0.011000000000000001,1350000.0,80679.0,0.191,0.48,0.175,0.546,0.218,0.45399999999999996,0.036000000000000004,0.077,0.136,0.051,0.01,0.023,0.43700000000000006,0.27,0.23800000000000002,0.6627164995442115,0.008264462809917356,149.1030904504375,-35.31925352700685
801061063,Forrest,1766.0,1110.6,45.8,0.12300000000000001,0.23799999999999996,0.0104,0.003,0.6679999999999999,0.231,0.017,0.063,0.031,0.006999999999999999,0.027000000000000003,0.024,0.02,0.027000000000000003,0.013999999999999999,3080000.0,90598.0,0.141,0.535,0.19699999999999998,0.552,0.278,0.426,0.022000000000000002,0.049,0.13,0.063,0.003,0.013000000000000001,0.35200000000000004,0.27699999999999997,0.35,0.4272,0.03205128205128205,149.12476387683523,-35.31718322124149
801061064,Griffith,5372.0,1949.3,38.5,0.148,0.138,0.0121,0.006999999999999999,0.623,0.261,0.018000000000000002,0.075,0.03,0.015,0.026000000000000002,0.031,0.035,0.023,0.009000000000000001,1510000.0,83402.0,0.14400000000000002,0.483,0.174,0.525,0.191,0.43,0.061,0.08199999999999999,0.125,0.049,0.016,0.03,0.257,0.273,0.44799999999999995,0.4013677012098895,0.02181818181818182,149.13714225970867,-35.32532132857734
801061067,Narrabundah,6293.0,1538.4,39.4,0.19799999999999998,0.146,0.0165,0.026000000000000002,0.647,0.243,0.02,0.061,0.032,0.015,0.027000000000000003,0.027000000000000003,0.031,0.02,0.009000000000000001,1050000.0,73822.0,0.18100000000000002,0.425,0.138,0.41300000000000003,0.159,0.433,0.065,0.08,0.126,0.045,0.012,0.052000000000000005,0.24,0.311,0.418,0.7012692656391659,0.025380710659898477,149.14924397567782,-35.335685063992855
801061069,Red Hill,3109.0,639.6,43.3,0.175,0.17900000000000002,0.0108,0.006,0.677,0.272,0.011000000000000001,0.07200000000000001,0.031,0.021,0.033,0.032,0.037000000000000005,0.021,0.016,1600000.0,81124.0,0.166,0.48100000000000004,0.153,0.5,0.204,0.444,0.055999999999999994,0.067,0.121,0.043,0.02,0.02,0.365,0.287,0.306,0.7314009661835749,0.008097165991902834,149.12060913494147,-35.33344759884264
801061070,Yarralumla,3099.0,429.8,51.1,0.16399999999999998,0.28300000000000003,0.0179,0.009000000000000001,0.675,0.253,0.023,0.09,0.027999999999999997,0.01,0.026000000000000002,0.022000000000000002,0.019,0.025,0.012,1471277.5,77694.0,0.175,0.457,0.192,0.5309999999999999,0.207,0.414,0.040999999999999995,0.054000000000000006,0.15,0.040999999999999995,0.008,0.038,0.47100000000000003,0.243,0.255,0.6424778761061947,0.005420054200542005,149.09864508055318,-35.304023509402874
801061129,Barton,1691.0,1420.9,36.9,0.087,0.13399999999999998,0.0104,0.006,0.562,0.27399999999999997,0.017,0.086,0.021,0.009000000000000001,0.036000000000000004,0.047,0.013000000000000001,0.036000000000000004,0.013000000000000001,,88975.0,0.121,0.524,0.23600000000000002,0.642,0.235,0.44,0.047,0.047,0.13699999999999998,0.025,0.011000000000000001,0.011000000000000001,0.198,0.266,0.529,0.07748538011695906,0.032,149.13585270446865,-35.309254260230105
801061131,Kingston,6031.0,4296.2,34.1,0.09300000000000001,0.10399999999999998,0.0097,0.009000000000000001,0.5760000000000001,0.248,0.022000000000000002,0.071,0.018000000000000002,0.013999999999999999,0.026000000000000002,0.031,0.026000000000000002,0.027999999999999997,0.011000000000000001,1492500.0,87443.0,0.10400000000000001,0.519,0.20199999999999999,0.6,0.20600000000000002,0.465,0.046,0.077,0.11699999999999999,0.039,0.013000000000000001,0.024,0.153,0.249,0.584,0.03465804066543438,0.09923664122137404,149.1465970976505,-35.31522050037782
801071071,Banks,4846.0,2150.6,34.7,0.214,0.084,0.0178,0.034,0.773,0.165,0.011000000000000001,0.045,0.019,0.008,0.034,0.008,0.023,0.01,0.006,606250.0,65733.0,0.149,0.318,0.028999999999999998,0.18299999999999997,0.153,0.22899999999999998,0.11199999999999999,0.099,0.17800000000000002,0.068,0.057999999999999996,0.064,0.188,0.595,0.2,0.7954949614700652,0.028169014084507043,149.09965773164188,-35.47192259778213
801071072,Bonython,3726.0,1282.8,39.2,0.19,0.135,0.0206,0.023,0.81,0.245,0.015,0.046,0.021,0.013000000000000001,0.053,0.022000000000000002,0.052000000000000005,0.011000000000000001,0.012,730000.0,65022.0,0.168,0.32899999999999996,0.055999999999999994,0.262,0.094,0.34299999999999997,0.095,0.09,0.2,0.044000000000000004,0.026000000000000002,0.083,0.264,0.39399999999999996,0.318,0.7076271186440678,0.010416666666666666,149.07823039565358,-35.4332424423025
801071073,Calwell,5555.0,1427.2,36.9,0.21299999999999997,0.10700000000000001,0.020499999999999997,0.019,0.752,0.16699999999999998,0.013999999999999999,0.049,0.02,0.009000000000000001,0.027000000000000003,0.006999999999999999,0.024,0.01,0.006999999999999999,612500.0,66140.0,0.156,0.33799999999999997,0.042,0.21600000000000003,0.138,0.22399999999999998,0.113,0.138,0.187,0.057999999999999996,0.035,0.083,0.273,0.511,0.196,0.8833592534992224,0.02030456852791878,149.10707801820084,-35.440405806149506
801071074,Chisholm,5122.0,1649.8,38.1,0.2,0.125,0.0217,0.022000000000000002,0.788,0.161,0.018000000000000002,0.045,0.023,0.008,0.028999999999999998,0.005,0.018000000000000002,0.006999999999999999,0.006999999999999999,619500.0,63997.0,0.16399999999999998,0.299,0.044000000000000004,0.19399999999999998,0.106,0.215,0.11,0.14400000000000002,0.18100000000000002,0.083,0.055999999999999994,0.106,0.276,0.5,0.19899999999999998,0.9614740368509213,,149.124762737002,-35.42201845661421
801071075,Conder,4929.0,1089.6,37.4,0.21100000000000002,0.10399999999999998,0.018600000000000002,0.025,0.775,0.177,0.019,0.048,0.021,0.012,0.037000000000000005,0.01,0.016,0.009000000000000001,0.006,671000.0,66362.0,0.165,0.33399999999999996,0.035,0.19699999999999998,0.152,0.242,0.11599999999999999,0.122,0.153,0.059000000000000004,0.024,0.102,0.24,0.542,0.19899999999999998,0.7985739750445633,0.006666666666666667,149.10422127237118,-35.45924275672438
801071076,Fadden,2946.0,948.4,45.2,0.204,0.185,0.022099999999999998,0.008,0.69,0.221,0.015,0.077,0.027999999999999997,0.013000000000000001,0.018000000000000002,0.02,0.018000000000000002,0.013999999999999999,0.016,820000.0,74537.0,0.161,0.431,0.10300000000000001,0.40299999999999997,0.19699999999999998,0.34600000000000003,0.092,0.085,0.177,0.045,0.006999999999999999,0.037000000000000005,0.43799999999999994,0.46799999999999997,0.078,0.9840478564307079,0.01020408163265306,149.1176545251087,-35.40193164805793
801071077,Gilmore,2719.0,1329.3,37.9,0.19899999999999998,0.126,0.0194,0.023,0.796,0.171,0.017,0.044000000000000004,0.019,0.016,0.037000000000000005,0.005,0.012,0.009000000000000001,0.011000000000000001,595000.0,66258.0,0.151,0.308,0.027999999999999997,0.18100000000000002,0.128,0.20800000000000002,0.14400000000000002,0.092,0.22,0.027999999999999997,0.068,0.11599999999999999,0.268,0.447,0.264,0.9331872946330778,0.015957446808510637,149.13819050976025,-35.41521056480779
801071078,Gordon,7562.0,1702.5,37.3,0.19899999999999998,0.11299999999999999,0.0197,0.026000000000000002,0.793,0.196,0.015,0.054000000000000006,0.022000000000000002,0.009000000000000001,0.03,0.009000000000000001,0.034,0.011000000000000001,0.011000000000000001,650000.0,66172.0,0.159,0.33,0.043,0.20299999999999996,0.139,0.254,0.107,0.11199999999999999,0.187,0.051,0.042,0.069,0.244,0.49700000000000005,0.226,0.7018518518518518,0.01126126126126126,149.08498570101335,-35.45674620425447
801071079,Gowrie,3115.0,1612.6,38.8,0.204,0.15899999999999997,0.0212,0.024,0.749,0.192,0.013999999999999999,0.06,0.026000000000000002,0.01,0.027000000000000003,0.013000000000000001,0.026000000000000002,0.009000000000000001,0.006,640000.0,65283.0,0.165,0.337,0.062,0.282,0.174,0.27899999999999997,0.075,0.11800000000000001,0.16399999999999998,0.069,0.023,0.049,0.337,0.479,0.16899999999999998,0.9875598086124402,0.014563106796116505,149.10904052212223,-35.411856254913694
801071080,Greenway,2892.0,544.9,36.9,0.129,0.171,0.0177,0.013000000000000001,0.7969999999999999,0.37200000000000005,0.015,0.065,0.02,0.017,0.057,0.025,0.153,0.011000000000000001,0.006999999999999999,545000.0,65718.0,0.15,0.311,0.10099999999999999,0.38299999999999995,0.083,0.498,0.09,0.09,0.107,0.046,0.024,0.039,0.26,0.223,0.5,0.05184331797235023,0.007707129094412331,149.0649388848725,-35.41583383425993
801071081,Isabella Plains,4380.0,1755.5,37.3,0.209,0.145,0.0194,0.025,0.814,0.203,0.016,0.05,0.022000000000000002,0.006999999999999999,0.043,0.012,0.038,0.011000000000000001,0.006999999999999999,620000.0,62676.0,0.175,0.28300000000000003,0.035,0.2,0.10300000000000001,0.228,0.128,0.132,0.187,0.07,0.066,0.07200000000000001,0.239,0.457,0.225,0.7560182173064411,0.015625,149.09396058600078,-35.428002334275384
801071082,Kambah,14842.0,1309.3,42.0,0.2,0.198,0.0202,0.024,0.7130000000000001,0.18899999999999997,0.017,0.064,0.025,0.008,0.024,0.012,0.019,0.011000000000000001,0.008,635000.0,62266.0,0.183,0.32,0.061,0.28300000000000003,0.127,0.314,0.092,0.124,0.161,0.063,0.028999999999999998,0.071,0.355,0.39899999999999997,0.223,0.861259929798633,0.004370629370629371,149.05805045878415,-35.38622610723009
801071083,Macarthur,1385.0,1064.2,40.7,0.19200000000000003,0.15,0.0161,0.013999999999999999,0.788,0.158,0.006,0.073,0.015,0.004,0.018000000000000002,0.009000000000000001,0.013000000000000001,0.01,0.013999999999999999,670000.0,67698.0,0.159,0.371,0.061,0.322,0.18600000000000003,0.295,0.07,0.047,0.20199999999999999,0.047,0.023,0.054000000000000006,0.402,0.483,0.094,0.9638297872340426,,149.13173987480909,-35.40522479268288
801071084,Monash,5242.0,1536.4,43.1,0.193,0.209,0.0208,0.021,0.808,0.233,0.016,0.067,0.03,0.009000000000000001,0.037000000000000005,0.011000000000000001,0.042,0.009000000000000001,0.012,655000.0,63278.0,0.184,0.317,0.052000000000000005,0.24700000000000003,0.145,0.341,0.08800000000000001,0.111,0.168,0.054000000000000006,0.026000000000000002,0.048,0.366,0.37200000000000005,0.187,0.7990959316926167,0.009584664536741214,149.09063275076517,-35.41575405650269
801071086,Oxley,1636.0,1505.8,42.2,0.19399999999999998,0.15599999999999997,0.0191,0.027999999999999997,0.75,0.201,0.022000000000000002,0.053,0.024,0.012,0.038,0.011000000000000001,0.027999999999999997,0.011000000000000001,0.01,655000.0,61990.0,0.166,0.311,0.057999999999999996,0.269,0.149,0.294,0.11900000000000001,0.10800000000000001,0.165,0.057,0.040999999999999995,0.08800000000000001,0.331,0.397,0.26,0.9206081081081081,,149.07861003296793,-35.40950462278252
801071087,Richardson,3006.0,1343.7,34.6,0.221,0.124,0.022000000000000002,0.038,0.77,0.19399999999999998,0.024,0.055,0.03,0.015,0.027999999999999997,0.013000000000000001,0.012,0.008,0.008,616000.0,60262.0,0.166,0.268,0.03,0.151,0.10800000000000001,0.207,0.11699999999999999,0.13,0.16399999999999998,0.071,0.055999999999999994,0.12300000000000001,0.23800000000000002,0.484,0.261,0.9540768509840675,0.0136986301369863,149.11377750255463,-35.427861851642945
801071088,Theodore,3733.0,1190.6,35.8,0.204,0.08800000000000001,0.0177,0.034,0.752,0.161,0.02,0.047,0.019,0.006,0.025,0.008,0.021,0.012,0.006,612000.0,65538.0,0.14400000000000002,0.321,0.04,0.193,0.153,0.239,0.084,0.14400000000000002,0.158,0.055,0.05,0.07200000000000001,0.235,0.556,0.195,0.9481825212683681,0.009584664536741214,149.1197135084164,-35.449611660339094
801071090,Wanniassa,7358.0,1363.2,40.4,0.19899999999999998,0.182,0.0219,0.027000000000000003,0.74,0.214,0.019,0.066,0.027999999999999997,0.009000000000000001,0.03,0.016,0.027999999999999997,0.012,0.008,625000.0,63035.0,0.192,0.32899999999999996,0.068,0.292,0.135,0.289,0.08,0.147,0.151,0.067,0.035,0.063,0.35600000000000004,0.40399999999999997,0.215,0.90301489284417,0.005454545454545455,149.09086499058486,-35.39781285754517
801081091,Chapman,2775.0,1495.3,47.4,0.168,0.242,0.0163,0.008,0.6950000000000001,0.213,0.011000000000000001,0.079,0.037000000000000005,0.006,0.021,0.013000000000000001,0.013999999999999999,0.015,0.018000000000000002,950000.0,74951.0,0.166,0.439,0.127,0.461,0.161,0.402,0.063,0.08,0.185,0.035,0.01,0.038,0.48200000000000004,0.39,0.11599999999999999,0.9030501089324618,,149.0374289791377,-35.35619501865335
801081092,Duffy,3162.0,1130.7,40.5,0.19899999999999998,0.172,0.0199,0.012,0.636,0.172,0.013000000000000001,0.07,0.025,0.005,0.015,0.01,0.01,0.013000000000000001,0.011000000000000001,780000.0,68549.0,0.18100000000000002,0.391,0.10800000000000001,0.385,0.172,0.35,0.08900000000000001,0.08900000000000001,0.17800000000000002,0.036000000000000004,0.01,0.03,0.36700000000000005,0.397,0.21,0.8867256637168142,0.01171875,149.03190092483246,-35.33456216480681
801081093,Fisher,2925.0,1848.7,40.9,0.225,0.19999999999999996,0.0226,0.012,0.673,0.18600000000000003,0.016,0.067,0.022000000000000002,0.003,0.026000000000000002,0.018000000000000002,0.013000000000000001,0.009000000000000001,0.012,697500.0,66136.0,0.174,0.355,0.087,0.34700000000000003,0.121,0.42200000000000004,0.078,0.11,0.128,0.046,0.011000000000000001,0.043,0.40299999999999997,0.373,0.2,0.8246402877697842,0.02666666666666667,149.05704702969888,-35.36125003684948
801081094,Holder,2647.0,1414.1,40.9,0.223,0.18600000000000003,0.023700000000000002,0.017,0.7050000000000001,0.215,0.027000000000000003,0.067,0.025,0.016,0.026000000000000002,0.015,0.02,0.012,0.006999999999999999,675000.0,67752.0,0.158,0.373,0.105,0.40399999999999997,0.162,0.38299999999999995,0.069,0.073,0.145,0.063,0.023,0.083,0.391,0.38299999999999995,0.207,0.7399411187438666,0.019417475728155338,149.04611709474446,-35.33446477191302
801081095,Rivett,3290.0,2042.7,39.4,0.234,0.195,0.022099999999999998,0.022000000000000002,0.672,0.20199999999999999,0.013000000000000001,0.078,0.022000000000000002,0.006,0.024,0.017,0.017,0.013000000000000001,0.013999999999999999,627500.0,64951.0,0.174,0.364,0.076,0.32899999999999996,0.11,0.33,0.065,0.107,0.139,0.09699999999999999,0.016,0.107,0.316,0.39399999999999996,0.271,0.8722871452420701,0.018404907975460124,149.0379098746588,-35.347079611934866
801081096,Stirling,2147.0,1623.3,44.6,0.174,0.26199999999999996,0.0176,0.015,0.779,0.24600000000000002,0.017,0.083,0.053,0.01,0.021,0.025,0.02,0.011000000000000001,0.008,806000.0,64361.0,0.20600000000000002,0.332,0.091,0.32799999999999996,0.129,0.316,0.124,0.1,0.163,0.057,0.038,0.057,0.41700000000000004,0.298,0.23199999999999998,0.8239339752407153,0.021739130434782608,149.0493021629546,-35.34967803573348
801081097,Waramanga,2711.0,1585.6,40.6,0.217,0.191,0.0194,0.015,0.743,0.213,0.013000000000000001,0.063,0.035,0.011000000000000001,0.022000000000000002,0.015,0.023,0.013999999999999999,0.013000000000000001,700000.0,68077.0,0.171,0.364,0.092,0.357,0.14800000000000002,0.359,0.115,0.08900000000000001,0.159,0.03,0.011000000000000001,0.08900000000000001,0.3,0.369,0.297,0.7708129285014691,0.04294478527607362,149.0621496914435,-35.35295878854587
801081098,Weston,3693.0,960.2,42.5,0.21200000000000002,0.207,0.0245,0.013000000000000001,0.7070000000000001,0.22,0.019,0.068,0.026000000000000002,0.012,0.028999999999999998,0.015,0.027000000000000003,0.012,0.011000000000000001,748800.0,68966.0,0.179,0.39,0.11,0.387,0.177,0.387,0.105,0.07400000000000001,0.10800000000000001,0.044000000000000004,0.018000000000000002,0.067,0.359,0.37,0.249,0.7918939984411536,0.010666666666666666,149.05881761344605,-35.33254927401514
801091099,Chifley,2506.0,1577.2,38.6,0.17600000000000002,0.171,0.0175,0.017,0.756,0.273,0.015,0.062,0.027999999999999997,0.003,0.039,0.026000000000000002,0.07200000000000001,0.015,0.012,825000.0,64530.0,0.191,0.342,0.10800000000000001,0.41200000000000003,0.11199999999999999,0.305,0.099,0.17800000000000002,0.131,0.034,0.042,0.08900000000000001,0.306,0.297,0.35700000000000004,0.6921508664627931,0.02564102564102564,149.07684071560283,-35.35338501367666
801091100,Curtin,5331.0,1108.8,41.6,0.213,0.177,0.0182,0.01,0.683,0.22899999999999998,0.012,0.076,0.025,0.006999999999999999,0.027999999999999997,0.018000000000000002,0.035,0.02,0.008,925000.0,72271.0,0.171,0.424,0.153,0.49,0.16899999999999998,0.418,0.057,0.099,0.11900000000000001,0.044000000000000004,0.016,0.059000000000000004,0.41200000000000003,0.306,0.255,0.8411016949152542,0.01263157894736842,149.07763895243406,-35.32462388515902
